osm_id,key,value,commentary
401833470,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
401833473,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
401837410,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
401846102,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
401860688,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
402156146,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
402156147,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
402156148,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
403120501,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
403120505,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
403120513,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
403120514,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
403120516,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
403122082,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404262416,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404391392,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404435624,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404435625,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404435626,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404435627,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404435629,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404628286,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404628287,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404628290,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404628310,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404628315,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404628318,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404628327,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404628918,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404630392,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404630393,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404631007,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404631008,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404631009,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404631010,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404631014,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404631117,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404633916,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404633917,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404634495,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404635173,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404635175,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404636322,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
404636323,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
405561325,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
405561327,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
405561330,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
405561332,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
405561333,level,nan,according to wiki it may be used only for indoor or if bound to a floor...
